Percentage served,Time in ms
0,120.255
1,126.757
2,134.822
3,141.403
4,151.867
5,158.185
6,164.434
7,170.860
8,177.264
9,183.668
10,191.225
11,197.653
12,204.452
13,210.961
14,217.278
15,223.895
16,230.474
17,237.130
18,243.846
19,252.454
20,253.928
21,256.291
22,256.360
23,256.434
24,256.487
25,256.535
26,256.610
27,256.769
28,256.955
29,257.123
30,257.320
31,257.561
32,257.630
33,257.669
34,257.734
35,257.838
36,258.091
37,258.223
38,258.464
39,258.560
40,258.836
41,258.981
42,259.138
43,259.279
44,259.524
45,259.670
46,259.790
47,259.864
48,259.980
49,260.104
50,260.149
51,260.190
52,260.343
53,260.439
54,260.646
55,260.728
56,260.866
57,261.206
58,261.570
59,261.945
60,262.649
61,263.328
62,263.792
63,264.137
64,264.636
65,265.194
66,265.487
67,265.693
68,266.097
69,266.646
70,268.206
71,268.473
72,268.746
73,269.018
74,269.394
75,269.654
76,270.095
77,271.269
78,271.833
79,273.578
80,274.188
81,274.546
82,274.707
83,275.428
84,276.150
85,395.435
86,409.248
87,418.855
88,432.472
89,467.306
90,495.779
91,649.303
92,686.857
93,751.825
94,847.217
95,882.927
96,900.781
97,923.820
98,936.105
99,968.045
100,1115.263
