Percentage served,Time in ms
0,340.217
1,410.665
2,466.049
3,538.916
4,586.956
5,623.886
6,664.498
7,671.992
8,672.572
9,673.648
10,674.524
11,675.071
12,675.505
13,675.942
14,676.671
15,677.669
16,678.315
17,678.569
18,678.915
19,679.314
20,679.933
21,680.677
22,682.101
23,682.805
24,683.813
25,684.714
26,685.575
27,686.138
28,687.228
29,688.333
30,688.778
31,689.242
32,689.903
33,690.468
34,691.104
35,691.423
36,691.703
37,691.970
38,692.384
39,692.764
40,693.205
41,693.596
42,693.912
43,694.284
44,694.957
45,695.704
46,696.418
47,698.332
48,700.264
49,702.159
50,702.946
51,705.072
52,706.557
53,710.137
54,711.320
55,711.986
56,713.676
57,716.573
58,717.758
59,723.309
60,735.323
61,744.934
62,759.807
63,762.155
64,764.849
65,765.360
66,766.195
67,770.051
68,771.137
69,772.835
70,774.812
71,780.648
72,781.673
73,782.189
74,784.283
75,786.132
76,787.647
77,793.785
78,795.512
79,796.108
80,802.406
81,804.943
82,808.909
83,815.576
84,818.863
85,824.447
86,828.666
87,835.762
88,844.372
89,845.988
90,846.911
91,849.440
92,864.788
93,881.258
94,885.232
95,894.602
96,904.550
97,1441.300
98,1691.347
99,1789.219
100,4422.838
