Percentage served,Time in ms
0,22.509
1,48.902
2,48.986
3,48.996
4,49.015
5,49.088
6,59.658
7,60.554
8,64.688
9,66.944
10,67.479
11,68.100
12,68.898
13,70.818
14,71.622
15,73.126
16,74.101
17,74.871
18,75.631
19,76.298
20,77.333
21,78.113
22,78.508
23,79.176
24,82.515
25,82.993
26,83.643
27,84.649
28,84.909
29,85.090
30,85.324
31,86.015
32,86.841
33,87.372
34,87.904
35,88.513
36,88.847
37,89.206
38,89.411
39,89.936
40,90.601
41,91.411
42,91.992
43,92.615
44,93.817
45,95.125
46,96.146
47,97.820
48,102.435
49,103.113
50,104.187
51,105.476
52,105.856
53,106.668
54,106.891
55,107.237
56,107.506
57,107.810
58,109.025
59,110.513
60,111.464
61,115.849
62,120.646
63,121.398
64,122.546
65,128.712
66,129.378
67,136.123
68,136.167
69,136.225
70,156.591
71,159.212
72,160.019
73,161.036
74,161.045
75,161.053
76,161.067
77,161.080
78,161.189
79,161.246
80,161.269
81,161.898
82,182.131
83,182.944
84,187.274
85,187.937
86,266.828
87,268.197
88,279.019
89,281.422
90,288.672
91,296.351
92,297.817
93,298.673
94,299.835
95,302.164
96,302.932
97,304.841
98,337.532
99,351.250
100,353.121
