Percentage served,Time in ms
0,42.994
1,57.329
2,59.851
3,59.952
4,60.023
5,63.269
6,66.094
7,66.135
8,66.220
9,66.454
10,68.564
11,70.345
12,71.788
13,72.091
14,72.259
15,72.761
16,73.612
17,73.646
18,73.670
19,74.338
20,74.375
21,74.516
22,74.792
23,75.379
24,75.430
25,78.693
26,80.201
27,80.530
28,84.090
29,84.211
30,90.114
31,90.132
32,90.182
33,90.787
34,91.029
35,91.220
36,91.466
37,91.516
38,91.707
39,92.501
40,93.195
41,94.017
42,94.844
43,95.524
44,95.907
45,95.953
46,96.022
47,96.079
48,96.157
49,96.439
50,96.507
51,96.685
52,96.740
53,96.786
54,100.707
55,100.716
56,100.738
57,100.771
58,100.801
59,106.596
60,110.639
61,111.758
62,112.393
63,113.202
64,119.277
65,119.365
66,120.074
67,120.883
68,121.698
69,122.519
70,123.397
71,124.151
72,124.565
73,125.116
74,125.921
75,135.195
76,135.870
77,136.386
78,136.963
79,137.249
80,137.355
81,137.597
82,137.749
83,143.921
84,144.200
85,144.931
86,145.664
87,146.457
88,328.831
89,330.133
90,331.521
91,333.507
92,335.444
93,337.482
94,376.121
95,377.429
96,378.690
97,380.004
98,381.309
99,382.572
100,385.026
