Percentage served,Time in ms
0,43.299
1,87.282
2,98.857
3,108.550
4,118.260
5,127.749
6,138.005
7,148.913
8,160.573
9,167.782
10,169.372
11,169.486
12,169.734
13,169.796
14,169.879
15,169.947
16,170.034
17,170.178
18,170.295
19,170.363
20,170.474
21,170.626
22,170.777
23,170.865
24,170.932
25,171.011
26,171.070
27,171.141
28,171.322
29,171.490
30,171.803
31,172.033
32,172.139
33,172.352
34,172.779
35,174.370
36,175.131
37,176.464
38,177.460
39,178.149
40,179.486
41,181.142
42,184.944
43,186.542
44,186.958
45,188.256
46,189.510
47,192.123
48,193.888
49,195.219
50,196.446
51,197.357
52,197.630
53,197.817
54,198.037
55,198.144
56,198.392
57,198.550
58,198.822
59,200.371
60,203.892
61,206.327
62,207.093
63,208.352
64,208.812
65,209.277
66,209.493
67,209.592
68,209.880
69,210.629
70,211.355
71,211.815
72,212.174
73,212.312
74,212.392
75,212.474
76,212.567
77,212.712
78,212.783
79,212.944
80,213.036
81,213.321
82,213.414
83,213.496
84,213.628
85,214.276
86,358.137
87,417.899
88,452.624
89,485.212
90,508.318
91,529.524
92,568.245
93,612.324
94,670.665
95,808.466
96,825.899
97,852.896
98,999.528
99,1199.309
100,1815.319
