Percentage served,Time in ms
0,88.256
1,116.192
2,145.806
3,174.072
4,204.039
5,231.935
6,232.073
7,232.183
8,232.296
9,232.381
10,232.590
11,232.654
12,232.940
13,233.693
14,234.302
15,235.062
16,235.385
17,235.669
18,235.736
19,235.937
20,236.705
21,237.158
22,237.358
23,237.551
24,237.677
25,238.984
26,239.928
27,240.219
28,242.460
29,243.055
30,243.114
31,243.296
32,243.714
33,243.968
34,244.107
35,244.197
36,244.242
37,244.291
38,244.382
39,244.518
40,244.609
41,244.697
42,244.753
43,244.816
44,244.888
45,244.972
46,245.013
47,245.075
48,245.129
49,245.194
50,245.259
51,245.450
52,245.550
53,245.793
54,245.904
55,246.326
56,246.513
57,247.742
58,247.994
59,248.120
60,248.181
61,248.290
62,248.398
63,248.484
64,248.591
65,249.070
66,250.845
67,253.896
68,254.144
69,255.330
70,256.250
71,256.656
72,256.931
73,257.505
74,259.318
75,259.812
76,260.928
77,261.774
78,263.473
79,263.732
80,264.089
81,264.526
82,264.688
83,264.898
84,265.337
85,265.819
86,266.069
87,266.320
88,266.511
89,266.984
90,275.448
91,279.664
92,280.731
93,286.660
94,287.379
95,289.497
96,289.908
97,290.738
98,292.056
99,508.306
100,2291.344
